date;time;type;value;unit
22/02/2015;00:57:11.042;indoor relative humidity;30.0;%
22/02/2015;00:58:12.556;indoor relative humidity;30.0;%
22/02/2015;00:58:16.736;indoor temperature;18.5;°C
22/02/2015;00:58:21.676;volatile organic compounds;0.04;ppm
22/02/2015;00:58:26.757;carbon dioxide;390;ppm
22/02/2015;00:59:10.429;indoor relative humidity;30.0;%
22/02/2015;00:59:34.354;indoor relative humidity;30.0;%
22/02/2015;01:00:35.447;indoor relative humidity;30.0;%
22/02/2015;01:00:39.057;indoor temperature;18.5;°C
22/02/2015;01:00:43.078;volatile organic compounds;0.04;ppm
22/02/2015;01:00:49.858;carbon dioxide;390;ppm
22/02/2015;01:01:33.040;indoor relative humidity;30.0;%
22/02/2015;01:02:35.442;indoor relative humidity;30.0;%
22/02/2015;01:03:34.145;indoor relative humidity;30.0;%
22/02/2015;01:03:39.055;indoor temperature;18.4;°C
22/02/2015;01:03:44.275;volatile organic compounds;0.04;ppm
22/02/2015;01:03:49.265;carbon dioxide;390;ppm
22/02/2015;01:04:35.927;indoor relative humidity;30.0;%
22/02/2015;01:05:34.240;indoor relative humidity;30.0;%
22/02/2015;01:06:35.442;indoor relative humidity;30.0;%
22/02/2015;01:06:38.242;indoor temperature;18.5;°C
22/02/2015;01:06:44.352;volatile organic compounds;0.04;ppm
22/02/2015;01:06:49.553;carbon dioxide;390;ppm
22/02/2015;01:07:35.734;indoor relative humidity;30.0;%
22/02/2015;01:08:33.667;indoor relative humidity;30.0;%
22/02/2015;01:09:33.029;indoor relative humidity;30.0;%
22/02/2015;01:09:39.939;indoor temperature;18.4;°C
22/02/2015;01:09:44.080;volatile organic compounds;0.04;ppm
22/02/2015;01:09:50.870;carbon dioxide;390;ppm
22/02/2015;01:10:35.352;indoor relative humidity;30.0;%
22/02/2015;01:11:34.125;indoor relative humidity;30.0;%
22/02/2015;01:12:35.257;indoor relative humidity;30.0;%
22/02/2015;01:12:40.458;indoor temperature;18.5;°C
22/02/2015;01:12:44.468;volatile organic compounds;0.04;ppm
22/02/2015;01:12:49.588;carbon dioxide;390;ppm
22/02/2015;01:13:34.540;indoor relative humidity;30.0;%
22/02/2015;01:14:33.062;indoor relative humidity;30.0;%
22/02/2015;01:15:36.564;indoor relative humidity;30.0;%
22/02/2015;01:15:39.274;indoor temperature;18.6;°C
22/02/2015;01:15:43.155;volatile organic compounds;0.04;ppm
22/02/2015;01:15:48.865;carbon dioxide;390;ppm
22/02/2015;01:16:34.457;indoor relative humidity;30.0;%
22/02/2015;01:17:34.849;indoor relative humidity;30.0;%
22/02/2015;01:18:35.942;indoor relative humidity;30.0;%
22/02/2015;01:18:40.832;indoor temperature;18.4;°C
22/02/2015;01:18:45.672;volatile organic compounds;0.04;ppm
22/02/2015;01:18:50.392;carbon dioxide;390;ppm
22/02/2015;01:19:35.944;indoor relative humidity;30.0;%
22/02/2015;01:20:35.537;indoor relative humidity;30.0;%
22/02/2015;01:21:34.949;indoor relative humidity;30.0;%
22/02/2015;01:21:40.869;indoor temperature;18.6;°C
22/02/2015;01:21:45.779;volatile organic compounds;0.04;ppm
22/02/2015;01:21:48.879;carbon dioxide;390;ppm
22/02/2015;01:22:35.051;indoor relative humidity;30.0;%
22/02/2015;01:23:35.955;indoor relative humidity;30.0;%
22/02/2015;01:24:33.847;indoor relative humidity;30.0;%
22/02/2015;01:24:38.667;indoor temperature;18.6;°C
22/02/2015;01:24:44.857;volatile organic compounds;0.04;ppm
22/02/2015;01:24:50.768;carbon dioxide;390;ppm
22/02/2015;01:25:34.059;indoor relative humidity;30.0;%
22/02/2015;01:26:35.751;indoor relative humidity;30.0;%
22/02/2015;01:27:35.334;indoor relative humidity;30.0;%
22/02/2015;01:27:40.564;indoor temperature;18.6;°C
22/02/2015;01:27:44.274;volatile organic compounds;0.04;ppm
22/02/2015;01:27:48.294;carbon dioxide;390;ppm
22/02/2015;01:28:35.436;indoor relative humidity;30.0;%
22/02/2015;01:29:34.639;indoor relative humidity;30.0;%
22/02/2015;01:30:33.161;indoor relative humidity;30.0;%
22/02/2015;01:30:41.042;indoor temperature;18.5;°C
22/02/2015;01:30:45.952;volatile organic compounds;0.04;ppm
22/02/2015;01:30:48.082;carbon dioxide;390;ppm
22/02/2015;01:31:34.344;indoor relative humidity;30.0;%
22/02/2015;01:32:33.956;indoor relative humidity;30.0;%
22/02/2015;01:33:34.268;indoor relative humidity;30.0;%
22/02/2015;01:33:40.459;indoor temperature;18.8;°C
22/02/2015;01:33:43.269;volatile organic compounds;0.04;ppm
22/02/2015;01:33:49.369;carbon dioxide;390;ppm
22/02/2015;01:34:34.961;indoor relative humidity;30.0;%
22/02/2015;01:35:36.055;indoor relative humidity;30.0;%
22/02/2015;01:36:34.247;indoor relative humidity;30.0;%
22/02/2015;01:36:40.168;indoor temperature;18.7;°C
22/02/2015;01:36:43.978;volatile organic compounds;0.04;ppm
22/02/2015;01:36:48.998;carbon dioxide;390;ppm
22/02/2015;01:37:34.170;indoor relative humidity;30.0;%
22/02/2015;01:38:34.352;indoor relative humidity;30.0;%
22/02/2015;01:39:33.565;indoor relative humidity;30.0;%
22/02/2015;01:39:39.365;indoor temperature;18.6;°C
22/02/2015;01:39:45.765;volatile organic compounds;0.04;ppm
22/02/2015;01:39:50.775;carbon dioxide;390;ppm
22/02/2015;01:40:34.557;indoor relative humidity;30.0;%
22/02/2015;01:41:35.271;indoor relative humidity;30.0;%
22/02/2015;01:42:35.333;indoor relative humidity;30.0;%
22/02/2015;01:42:40.563;indoor temperature;18.7;°C
22/02/2015;01:42:45.483;volatile organic compounds;0.04;ppm
22/02/2015;01:42:50.774;carbon dioxide;390;ppm
22/02/2015;01:43:34.155;indoor relative humidity;30.0;%
22/02/2015;01:44:35.758;indoor relative humidity;30.0;%
22/02/2015;01:45:34.460;indoor relative humidity;30.0;%
22/02/2015;01:45:39.350;indoor temperature;18.7;°C
22/02/2015;01:45:43.371;volatile organic compounds;0.04;ppm
22/02/2015;01:45:50.481;carbon dioxide;390;ppm
22/02/2015;01:46:33.873;indoor relative humidity;30.0;%
22/02/2015;01:47:35.556;indoor relative humidity;30.0;%
22/02/2015;01:48:35.869;indoor relative humidity;30.0;%
22/02/2015;01:48:39.659;indoor temperature;18.8;°C
22/02/2015;01:48:43.289;volatile organic compounds;0.04;ppm
22/02/2015;01:48:50.069;carbon dioxide;390;ppm
22/02/2015;01:49:33.661;indoor relative humidity;30.0;%
22/02/2015;01:50:35.353;indoor relative humidity;30.0;%
22/02/2015;01:51:34.245;indoor relative humidity;30.0;%
22/02/2015;01:51:39.256;indoor temperature;18.4;°C
22/02/2015;01:51:45.176;volatile organic compounds;0.04;ppm
22/02/2015;01:51:50.586;carbon dioxide;390;ppm
22/02/2015;01:52:33.758;indoor relative humidity;30.0;%
22/02/2015;01:53:34.760;indoor relative humidity;30.0;%
22/02/2015;01:54:35.942;indoor relative humidity;30.0;%
22/02/2015;01:54:38.663;indoor temperature;18.7;°C
22/02/2015;01:54:44.983;volatile organic compounds;0.04;ppm
22/02/2015;01:54:51.003;carbon dioxide;390;ppm
22/02/2015;01:55:33.155;indoor relative humidity;30.0;%
22/02/2015;01:56:34.357;indoor relative humidity;30.0;%
22/02/2015;01:57:33.149;indoor relative humidity;30.0;%
22/02/2015;01:57:38.260;indoor temperature;18.8;°C
22/02/2015;01:57:45.480;volatile organic compounds;0.04;ppm
22/02/2015;01:57:50.370;carbon dioxide;390;ppm
22/02/2015;01:58:34.862;indoor relative humidity;30.0;%
22/02/2015;01:59:35.445;indoor relative humidity;30.0;%
22/02/2015;02:00:35.967;indoor relative humidity;30.0;%
22/02/2015;02:00:39.558;indoor temperature;18.8;°C
22/02/2015;02:00:45.478;volatile organic compounds;0.04;ppm
22/02/2015;02:00:50.778;carbon dioxide;390;ppm
22/02/2015;02:01:33.580;indoor relative humidity;30.0;%
22/02/2015;02:02:33.272;indoor relative humidity;30.0;%
22/02/2015;02:03:35.464;indoor relative humidity;30.0;%
22/02/2015;02:03:39.655;indoor temperature;18.8;°C
22/02/2015;02:03:44.585;volatile organic compounds;0.04;ppm
22/02/2015;02:03:49.495;carbon dioxide;390;ppm
22/02/2015;02:04:35.747;indoor relative humidity;30.0;%
22/02/2015;02:05:33.749;indoor relative humidity;30.0;%
22/02/2015;02:06:34.362;indoor relative humidity;30.0;%
22/02/2015;02:06:40.652;indoor temperature;18.8;°C
22/02/2015;02:06:43.462;volatile organic compounds;0.04;ppm
22/02/2015;02:06:48.792;carbon dioxide;390;ppm
22/02/2015;02:07:34.464;indoor relative humidity;30.0;%
22/02/2015;02:08:35.856;indoor relative humidity;30.0;%
22/02/2015;02:09:35.449;indoor relative humidity;30.0;%
22/02/2015;02:09:40.059;indoor temperature;18.8;°C
22/02/2015;02:09:45.079;volatile organic compounds;0.04;ppm
22/02/2015;02:09:51.099;carbon dioxide;390;ppm
22/02/2015;02:10:34.351;indoor relative humidity;30.0;%
22/02/2015;02:11:35.354;indoor relative humidity;30.0;%
22/02/2015;02:12:33.067;indoor relative humidity;30.0;%
22/02/2015;02:12:39.257;indoor temperature;18.7;°C
22/02/2015;02:12:44.167;volatile organic compounds;0.04;ppm
22/02/2015;02:12:50.087;carbon dioxide;390;ppm
22/02/2015;02:13:33.169;indoor relative humidity;30.0;%
22/02/2015;02:14:34.171;indoor relative humidity;30.0;%
22/02/2015;02:15:35.564;indoor relative humidity;30.0;%
22/02/2015;02:15:39.484;indoor temperature;18.9;°C
22/02/2015;02:15:44.684;volatile organic compounds;0.04;ppm
22/02/2015;02:15:49.685;carbon dioxide;390;ppm
22/02/2015;02:16:33.666;indoor relative humidity;30.0;%
22/02/2015;02:17:32.949;indoor relative humidity;30.0;%
22/02/2015;02:18:34.351;indoor relative humidity;30.0;%
22/02/2015;02:18:37.961;indoor temperature;18.8;°C
22/02/2015;02:18:45.082;volatile organic compounds;0.04;ppm
22/02/2015;02:18:50.982;carbon dioxide;390;ppm
22/02/2015;02:19:33.664;indoor relative humidity;30.0;%
22/02/2015;02:20:35.446;indoor relative humidity;30.0;%
22/02/2015;02:21:34.368;indoor relative humidity;30.0;%
22/02/2015;02:21:40.279;indoor temperature;18.7;°C
22/02/2015;02:21:43.069;volatile organic compounds;0.04;ppm
22/02/2015;02:21:49.499;carbon dioxide;390;ppm
22/02/2015;02:22:34.462;indoor relative humidity;30.0;%
22/02/2015;02:23:35.655;indoor relative humidity;30.0;%
22/02/2015;02:24:33.568;indoor relative humidity;30.0;%
22/02/2015;02:24:39.468;indoor temperature;18.7;°C
22/02/2015;02:24:44.798;volatile organic compounds;0.04;ppm
22/02/2015;02:24:50.808;carbon dioxide;390;ppm
22/02/2015;02:25:33.970;indoor relative humidity;30.0;%
22/02/2015;02:26:35.063;indoor relative humidity;30.0;%
22/02/2015;02:27:34.545;indoor relative humidity;30.0;%
22/02/2015;02:27:39.485;indoor temperature;18.8;°C
22/02/2015;02:27:44.265;volatile organic compounds;0.04;ppm
22/02/2015;02:27:49.006;carbon dioxide;390;ppm
22/02/2015;02:28:33.247;indoor relative humidity;30.0;%
22/02/2015;02:29:34.680;indoor relative humidity;30.0;%
22/02/2015;02:30:34.652;indoor relative humidity;30.0;%
22/02/2015;02:30:38.572;indoor temperature;18.9;°C
22/02/2015;02:30:43.792;volatile organic compounds;0.04;ppm
22/02/2015;02:30:48.702;carbon dioxide;390;ppm
22/02/2015;02:31:33.874;indoor relative humidity;30.0;%
22/02/2015;02:32:33.466;indoor relative humidity;30.0;%
22/02/2015;02:33:33.569;indoor relative humidity;30.0;%
22/02/2015;02:33:38.479;indoor temperature;18.8;°C
22/02/2015;02:33:43.689;volatile organic compounds;0.04;ppm
22/02/2015;02:33:48.589;carbon dioxide;390;ppm
22/02/2015;02:34:34.962;indoor relative humidity;30.0;%
22/02/2015;02:35:34.774;indoor relative humidity;30.0;%
22/02/2015;02:36:33.467;indoor relative humidity;30.0;%
22/02/2015;02:36:38.667;indoor temperature;18.9;°C
22/02/2015;02:36:44.187;volatile organic compounds;0.04;ppm
22/02/2015;02:36:49.897;carbon dioxide;390;ppm
22/02/2015;02:37:35.759;indoor relative humidity;30.0;%
22/02/2015;02:38:34.761;indoor relative humidity;30.0;%
22/02/2015;02:39:34.174;indoor relative humidity;30.0;%
22/02/2015;02:39:40.074;indoor temperature;18.7;°C
22/02/2015;02:39:45.484;volatile organic compounds;0.04;ppm
22/02/2015;02:39:48.304;carbon dioxide;390;ppm
22/02/2015;02:40:33.266;indoor relative humidity;30.0;%
22/02/2015;02:41:34.668;indoor relative humidity;30.0;%
22/02/2015;02:42:34.371;indoor relative humidity;30.0;%
22/02/2015;02:42:40.552;indoor temperature;19.0;°C
22/02/2015;02:42:43.292;volatile organic compounds;0.04;ppm
22/02/2015;02:42:49.392;carbon dioxide;390;ppm
22/02/2015;02:43:35.664;indoor relative humidity;30.0;%
22/02/2015;02:44:35.477;indoor relative humidity;30.0;%
22/02/2015;02:45:33.579;indoor relative humidity;30.0;%
22/02/2015;02:45:40.369;indoor temperature;19.0;°C
22/02/2015;02:45:44.079;volatile organic compounds;0.04;ppm
22/02/2015;02:45:48.089;carbon dioxide;390;ppm
22/02/2015;02:46:35.062;indoor relative humidity;30.0;%
22/02/2015;02:47:33.565;indoor relative humidity;30.0;%
22/02/2015;02:48:33.867;indoor relative humidity;30.0;%
22/02/2015;02:48:38.777;indoor temperature;18.8;°C
22/02/2015;02:48:44.077;volatile organic compounds;0.04;ppm
22/02/2015;02:48:48.088;carbon dioxide;390;ppm
22/02/2015;02:49:33.169;indoor relative humidity;30.0;%
22/02/2015;02:50:34.862;indoor relative humidity;30.0;%
22/02/2015;02:51:35.184;indoor relative humidity;30.0;%
22/02/2015;02:51:37.985;indoor temperature;19.0;°C
22/02/2015;02:51:42.986;volatile organic compounds;0.04;ppm
22/02/2015;02:51:49.296;carbon dioxide;390;ppm
22/02/2015;02:52:35.368;indoor relative humidity;30.0;%
22/02/2015;02:53:33.180;indoor relative humidity;30.0;%
22/02/2015;02:54:34.482;indoor relative humidity;29.0;%
22/02/2015;02:54:39.083;indoor temperature;19.0;°C
22/02/2015;02:54:44.173;volatile organic compounds;0.04;ppm
22/02/2015;02:54:48.913;carbon dioxide;390;ppm
22/02/2015;02:55:34.675;indoor relative humidity;29.0;%
22/02/2015;02:56:34.077;indoor relative humidity;29.0;%
22/02/2015;02:57:33.660;indoor relative humidity;29.0;%
22/02/2015;02:57:38.780;indoor temperature;19.0;°C
22/02/2015;02:57:44.690;volatile organic compounds;0.04;ppm
22/02/2015;02:57:50.680;carbon dioxide;390;ppm
22/02/2015;02:58:34.073;indoor relative humidity;29.0;%
22/02/2015;02:59:34.076;indoor relative humidity;29.0;%
22/02/2015;03:00:34.878;indoor relative humidity;29.0;%
22/02/2015;03:00:40.878;indoor temperature;19.0;°C
22/02/2015;03:00:43.699;volatile organic compounds;0.04;ppm
22/02/2015;03:00:48.989;carbon dioxide;390;ppm
22/02/2015;03:01:35.361;indoor relative humidity;29.0;%
22/02/2015;03:02:33.083;indoor relative humidity;29.0;%
22/02/2015;03:03:34.467;indoor relative humidity;29.0;%
22/02/2015;03:03:38.097;indoor temperature;19.1;°C
22/02/2015;03:03:43.187;volatile organic compounds;0.04;ppm
22/02/2015;03:03:51.097;carbon dioxide;390;ppm
22/02/2015;03:04:34.869;indoor relative humidity;29.0;%
22/02/2015;03:05:35.162;indoor relative humidity;29.0;%
22/02/2015;03:06:35.564;indoor relative humidity;29.0;%
22/02/2015;03:06:40.684;indoor temperature;19.0;°C
22/02/2015;03:06:44.684;volatile organic compounds;0.04;ppm
22/02/2015;03:06:49.904;carbon dioxide;390;ppm
22/02/2015;03:07:35.366;indoor relative humidity;29.0;%
22/02/2015;03:08:33.868;indoor relative humidity;29.0;%
22/02/2015;03:09:34.561;indoor relative humidity;29.0;%
22/02/2015;03:09:38.481;indoor temperature;18.8;°C
22/02/2015;03:09:43.691;volatile organic compounds;0.04;ppm
22/02/2015;03:09:48.601;carbon dioxide;390;ppm
22/02/2015;03:10:34.504;indoor relative humidity;29.0;%
22/02/2015;03:11:36.077;indoor relative humidity;29.0;%
22/02/2015;03:12:34.479;indoor relative humidity;29.0;%
22/02/2015;03:12:39.679;indoor temperature;19.1;°C
22/02/2015;03:12:44.419;volatile organic compounds;0.04;ppm
22/02/2015;03:12:49.099;carbon dioxide;390;ppm
22/02/2015;03:13:33.691;indoor relative humidity;29.0;%
22/02/2015;03:14:34.574;indoor relative humidity;29.0;%
22/02/2015;03:15:35.996;indoor relative humidity;29.0;%
22/02/2015;03:15:38.476;indoor temperature;19.0;°C
22/02/2015;03:15:44.396;volatile organic compounds;0.04;ppm
22/02/2015;03:15:50.716;carbon dioxide;390;ppm
22/02/2015;03:16:35.378;indoor relative humidity;29.0;%
22/02/2015;03:17:34.751;indoor relative humidity;29.0;%
22/02/2015;03:18:35.773;indoor relative humidity;29.0;%
22/02/2015;03:18:40.593;indoor temperature;19.0;°C
22/02/2015;03:18:45.123;volatile organic compounds;0.04;ppm
22/02/2015;03:18:50.034;carbon dioxide;390;ppm
22/02/2015;03:19:33.195;indoor relative humidity;29.0;%
22/02/2015;03:20:33.568;indoor relative humidity;29.0;%
22/02/2015;03:21:33.920;indoor relative humidity;29.0;%
22/02/2015;03:21:40.290;indoor temperature;19.1;°C
22/02/2015;03:21:46.091;volatile organic compounds;0.04;ppm
22/02/2015;03:21:48.611;carbon dioxide;390;ppm
22/02/2015;03:22:33.994;indoor relative humidity;29.0;%
22/02/2015;03:23:35.996;indoor relative humidity;29.0;%
22/02/2015;03:24:35.618;indoor relative humidity;29.0;%
22/02/2015;03:24:38.099;indoor temperature;19.1;°C
22/02/2015;03:24:44.289;volatile organic compounds;0.04;ppm
22/02/2015;03:24:50.299;carbon dioxide;390;ppm
22/02/2015;03:25:34.891;indoor relative humidity;29.0;%
22/02/2015;03:26:35.803;indoor relative humidity;29.0;%
22/02/2015;03:27:33.535;indoor relative humidity;29.0;%
22/02/2015;03:27:40.596;indoor temperature;19.1;°C
22/02/2015;03:27:45.596;volatile organic compounds;0.04;ppm
22/02/2015;03:27:49.516;carbon dioxide;390;ppm
22/02/2015;03:28:35.978;indoor relative humidity;29.0;%
22/02/2015;03:29:34.000;indoor relative humidity;29.0;%
22/02/2015;03:30:35.293;indoor relative humidity;29.0;%
22/02/2015;03:30:40.083;indoor temperature;19.1;°C
22/02/2015;03:30:45.123;volatile organic compounds;0.04;ppm
22/02/2015;03:30:50.323;carbon dioxide;390;ppm
22/02/2015;03:31:34.985;indoor relative humidity;29.0;%
22/02/2015;03:32:35.487;indoor relative humidity;29.0;%
22/02/2015;03:33:35.990;indoor relative humidity;29.0;%
22/02/2015;03:33:40.900;indoor temperature;19.1;°C
22/02/2015;03:33:45.120;volatile organic compounds;0.04;ppm
22/02/2015;03:33:50.020;carbon dioxide;390;ppm
22/02/2015;03:34:34.773;indoor relative humidity;29.0;%
22/02/2015;03:35:33.006;indoor relative humidity;29.0;%
22/02/2015;03:36:36.068;indoor relative humidity;29.0;%
22/02/2015;03:36:41.008;indoor temperature;19.1;°C
22/02/2015;03:36:44.818;volatile organic compounds;0.04;ppm
22/02/2015;03:36:51.119;carbon dioxide;390;ppm
22/02/2015;03:37:34.091;indoor relative humidity;29.0;%
22/02/2015;03:38:34.083;indoor relative humidity;29.0;%
22/02/2015;03:39:32.985;indoor relative humidity;29.0;%
22/02/2015;03:39:38.006;indoor temperature;19.1;°C
22/02/2015;03:39:44.206;volatile organic compounds;0.04;ppm
22/02/2015;03:39:50.336;carbon dioxide;390;ppm
22/02/2015;03:40:35.578;indoor relative humidity;29.0;%
22/02/2015;03:41:33.290;indoor relative humidity;29.0;%
22/02/2015;03:42:34.593;indoor relative humidity;29.0;%
22/02/2015;03:42:39.713;indoor temperature;19.1;°C
22/02/2015;03:42:44.833;volatile organic compounds;0.04;ppm
22/02/2015;03:42:48.723;carbon dioxide;390;ppm
22/02/2015;03:43:34.405;indoor relative humidity;29.0;%
22/02/2015;03:44:35.089;indoor relative humidity;29.0;%
22/02/2015;03:45:33.991;indoor relative humidity;29.0;%
22/02/2015;03:45:40.821;indoor temperature;19.1;°C
22/02/2015;03:45:44.501;volatile organic compounds;0.04;ppm
22/02/2015;03:45:49.731;carbon dioxide;390;ppm
22/02/2015;03:46:35.174;indoor relative humidity;29.0;%
22/02/2015;03:47:34.896;indoor relative humidity;29.0;%
22/02/2015;03:48:32.999;indoor relative humidity;29.0;%
22/02/2015;03:48:38.899;indoor temperature;19.1;°C
22/02/2015;03:48:44.099;volatile organic compounds;0.04;ppm
22/02/2015;03:48:50.109;carbon dioxide;390;ppm
22/02/2015;03:49:32.991;indoor relative humidity;29.0;%
22/02/2015;03:50:34.083;indoor relative humidity;29.0;%
22/02/2015;03:51:34.696;indoor relative humidity;29.0;%
22/02/2015;03:51:39.986;indoor temperature;19.1;°C
22/02/2015;03:51:45.926;volatile organic compounds;0.04;ppm
22/02/2015;03:51:49.426;carbon dioxide;390;ppm
22/02/2015;03:52:33.198;indoor relative humidity;29.0;%
22/02/2015;03:53:32.990;indoor relative humidity;29.0;%
22/02/2015;03:54:34.393;indoor relative humidity;29.0;%
22/02/2015;03:54:38.103;indoor temperature;19.2;°C
22/02/2015;03:54:45.223;volatile organic compounds;0.04;ppm
22/02/2015;03:54:48.413;carbon dioxide;390;ppm
22/02/2015;03:55:34.105;indoor relative humidity;29.0;%
22/02/2015;03:56:33.407;indoor relative humidity;29.0;%
22/02/2015;03:57:34.500;indoor relative humidity;29.0;%
22/02/2015;03:57:40.690;indoor temperature;19.1;°C
22/02/2015;03:57:43.411;volatile organic compounds;0.04;ppm
22/02/2015;03:57:49.431;carbon dioxide;390;ppm
22/02/2015;03:58:34.473;indoor relative humidity;29.0;%
22/02/2015;03:59:35.695;indoor relative humidity;29.0;%
22/02/2015;04:00:33.418;indoor relative humidity;29.0;%
22/02/2015;04:00:39.298;indoor temperature;19.1;°C
22/02/2015;04:00:44.308;volatile organic compounds;0.04;ppm
22/02/2015;04:00:50.608;carbon dioxide;390;ppm
22/02/2015;04:01:33.610;indoor relative humidity;29.0;%
22/02/2015;04:02:34.703;indoor relative humidity;29.0;%
22/02/2015;04:03:34.315;indoor relative humidity;29.0;%
22/02/2015;04:03:38.915;indoor temperature;19.3;°C
22/02/2015;04:03:43.905;volatile organic compounds;0.04;ppm
22/02/2015;04:03:48.645;carbon dioxide;390;ppm
22/02/2015;04:04:33.788;indoor relative humidity;29.0;%
22/02/2015;04:05:35.390;indoor relative humidity;29.0;%
22/02/2015;04:06:33.193;indoor relative humidity;29.0;%
22/02/2015;04:06:40.613;indoor temperature;19.1;°C
22/02/2015;04:06:45.623;volatile organic compounds;0.04;ppm
22/02/2015;04:06:50.823;carbon dioxide;390;ppm
22/02/2015;04:07:35.405;indoor relative humidity;29.0;%
22/02/2015;04:08:35.298;indoor relative humidity;29.0;%
22/02/2015;04:09:33.190;indoor relative humidity;29.0;%
22/02/2015;04:09:41.001;indoor temperature;19.2;°C
22/02/2015;04:09:43.011;volatile organic compounds;0.04;ppm
22/02/2015;04:09:50.932;carbon dioxide;390;ppm
22/02/2015;04:10:35.993;indoor relative humidity;29.0;%
22/02/2015;04:11:35.086;indoor relative humidity;29.0;%
22/02/2015;04:12:35.898;indoor relative humidity;29.0;%
22/02/2015;04:12:40.808;indoor temperature;19.2;°C
22/02/2015;04:12:45.409;volatile organic compounds;0.04;ppm
22/02/2015;04:12:50.129;carbon dioxide;390;ppm
22/02/2015;04:13:35.201;indoor relative humidity;29.0;%
22/02/2015;04:14:33.603;indoor relative humidity;29.0;%
22/02/2015;04:15:33.895;indoor relative humidity;29.0;%
22/02/2015;04:15:39.816;indoor temperature;19.2;°C
22/02/2015;04:15:45.716;volatile organic compounds;0.04;ppm
22/02/2015;04:15:51.136;carbon dioxide;390;ppm
22/02/2015;04:16:35.808;indoor relative humidity;29.0;%
22/02/2015;04:17:34.390;indoor relative humidity;29.0;%
22/02/2015;04:18:34.793;indoor relative humidity;29.0;%
22/02/2015;04:18:40.723;indoor temperature;19.3;°C
22/02/2015;04:18:46.023;volatile organic compounds;0.04;ppm
22/02/2015;04:18:48.743;carbon dioxide;390;ppm
22/02/2015;04:19:34.785;indoor relative humidity;29.0;%
22/02/2015;04:20:34.288;indoor relative humidity;29.0;%
22/02/2015;04:21:33.991;indoor relative humidity;29.0;%
22/02/2015;04:21:39.011;indoor temperature;19.3;°C
22/02/2015;04:21:43.721;volatile organic compounds;0.04;ppm
22/02/2015;04:21:48.742;carbon dioxide;390;ppm
22/02/2015;04:22:33.793;indoor relative humidity;29.0;%
22/02/2015;04:23:33.296;indoor relative humidity;29.0;%
22/02/2015;04:24:33.508;indoor relative humidity;29.0;%
22/02/2015;04:24:38.708;indoor temperature;19.3;°C
22/02/2015;04:24:45.418;volatile organic compounds;0.04;ppm
22/02/2015;04:24:50.359;carbon dioxide;390;ppm
22/02/2015;04:25:33.310;indoor relative humidity;29.0;%
22/02/2015;04:26:34.114;indoor relative humidity;29.0;%
22/02/2015;04:27:35.097;indoor relative humidity;29.0;%
22/02/2015;04:27:40.217;indoor temperature;19.3;°C
22/02/2015;04:27:44.827;volatile organic compounds;0.05;ppm
22/02/2015;04:27:48.437;carbon dioxide;390;ppm
22/02/2015;04:28:35.439;indoor relative humidity;29.0;%
22/02/2015;04:29:36.001;indoor relative humidity;29.0;%
22/02/2015;04:30:34.324;indoor relative humidity;29.0;%
22/02/2015;04:30:40.934;indoor temperature;19.3;°C
22/02/2015;04:30:44.434;volatile organic compounds;0.04;ppm
22/02/2015;04:30:48.234;carbon dioxide;390;ppm
22/02/2015;04:31:33.196;indoor relative humidity;29.0;%
22/02/2015;04:32:36.098;indoor relative humidity;29.0;%
22/02/2015;04:33:33.612;indoor relative humidity;29.0;%
22/02/2015;04:33:38.012;indoor temperature;19.4;°C
22/02/2015;04:33:45.122;volatile organic compounds;0.05;ppm
22/02/2015;04:33:49.733;carbon dioxide;390;ppm
22/02/2015;04:34:34.204;indoor relative humidity;29.0;%
22/02/2015;04:35:33.717;indoor relative humidity;29.0;%
22/02/2015;04:36:33.709;indoor relative humidity;29.0;%
22/02/2015;04:36:39.619;indoor temperature;19.3;°C
22/02/2015;04:36:45.350;volatile organic compounds;0.05;ppm
22/02/2015;04:36:50.420;carbon dioxide;390;ppm
22/02/2015;04:37:33.312;indoor relative humidity;29.0;%
22/02/2015;04:38:33.504;indoor relative humidity;29.0;%
22/02/2015;04:39:33.406;indoor relative humidity;29.0;%
22/02/2015;04:39:38.006;indoor temperature;19.3;°C
22/02/2015;04:39:44.837;volatile organic compounds;0.05;ppm
22/02/2015;04:39:48.247;carbon dioxide;390;ppm
22/02/2015;04:40:35.409;indoor relative humidity;29.0;%
22/02/2015;04:41:33.121;indoor relative humidity;29.0;%
22/02/2015;04:42:36.023;indoor relative humidity;29.0;%
22/02/2015;04:42:41.044;indoor temperature;19.3;°C
22/02/2015;04:42:44.634;volatile organic compounds;0.05;ppm
22/02/2015;04:42:49.234;carbon dioxide;390;ppm
22/02/2015;04:43:35.226;indoor relative humidity;29.0;%
22/02/2015;04:44:33.008;indoor relative humidity;29.0;%
22/02/2015;04:45:34.522;indoor relative humidity;29.0;%
22/02/2015;04:45:39.942;indoor temperature;19.3;°C
22/02/2015;04:45:45.832;volatile organic compounds;0.05;ppm
22/02/2015;04:45:48.652;carbon dioxide;390;ppm
22/02/2015;04:46:34.604;indoor relative humidity;29.0;%
22/02/2015;04:47:34.916;indoor relative humidity;29.0;%
22/02/2015;04:48:35.209;indoor relative humidity;29.0;%
22/02/2015;04:48:40.839;indoor temperature;19.3;°C
22/02/2015;04:48:44.549;volatile organic compounds;0.05;ppm
