date;time;type;value;unit
11/02/2015;18:16:12.724;volatile organic compounds;0.14;ppm
11/02/2015;18:16:15.544;carbon dioxide;600;ppm
11/02/2015;18:17:01.615;indoor relative humidity;28.0;%
11/02/2015;18:18:03.008;indoor relative humidity;28.0;%
11/02/2015;18:19:01.310;indoor relative humidity;28.0;%
11/02/2015;18:19:05.510;indoor temperature;21.5;°C
11/02/2015;18:19:12.101;volatile organic compounds;0.14;ppm
11/02/2015;18:19:15.131;carbon dioxide;596;ppm
11/02/2015;18:20:02.403;indoor relative humidity;28.0;%
11/02/2015;18:21:01.496;indoor relative humidity;28.0;%
11/02/2015;18:22:00.489;indoor relative humidity;28.0;%
11/02/2015;18:22:05.989;indoor temperature;21.5;°C
11/02/2015;18:22:11.819;volatile organic compounds;0.14;ppm
11/02/2015;18:22:17.619;carbon dioxide;600;ppm
11/02/2015;18:23:01.891;indoor relative humidity;28.0;%
11/02/2015;18:24:01.113;indoor relative humidity;28.0;%
11/02/2015;18:25:02.806;indoor relative humidity;28.0;%
11/02/2015;18:25:05.406;indoor temperature;21.3;°C
11/02/2015;18:25:10.996;volatile organic compounds;0.14;ppm
11/02/2015;18:25:16.116;carbon dioxide;604;ppm
11/02/2015;18:26:00.788;indoor relative humidity;28.0;%
11/02/2015;18:27:00.001;indoor relative humidity;28.0;%
11/02/2015;18:28:00.394;indoor relative humidity;28.0;%
11/02/2015;18:28:07.814;indoor temperature;21.5;°C
11/02/2015;18:28:12.424;volatile organic compounds;0.14;ppm
11/02/2015;18:28:15.034;carbon dioxide;604;ppm
11/02/2015;18:28:59.986;indoor relative humidity;28.0;%
11/02/2015;18:30:01.818;indoor relative humidity;28.0;%
11/02/2015;18:31:00.911;indoor relative humidity;28.0;%
11/02/2015;18:31:06.711;indoor temperature;21.4;°C
11/02/2015;18:31:11.321;volatile organic compounds;0.14;ppm
11/02/2015;18:31:17.051;carbon dioxide;604;ppm
11/02/2015;18:32:01.103;indoor relative humidity;28.0;%
11/02/2015;18:33:00.706;indoor relative humidity;28.0;%
11/02/2015;18:34:01.599;indoor relative humidity;28.0;%
11/02/2015;18:34:07.119;indoor temperature;21.3;°C
11/02/2015;18:34:12.519;volatile organic compounds;0.14;ppm
11/02/2015;18:34:15.429;carbon dioxide;604;ppm
11/02/2015;18:35:01.201;indoor relative humidity;28.0;%
11/02/2015;18:36:01.093;indoor relative humidity;29.0;%
11/02/2015;18:37:00.185;indoor relative humidity;29.0;%
11/02/2015;18:37:07.526;indoor temperature;21.3;°C
11/02/2015;18:37:12.106;volatile organic compounds;0.14;ppm
11/02/2015;18:37:15.646;carbon dioxide;608;ppm
11/02/2015;18:38:01.108;indoor relative humidity;29.0;%
11/02/2015;18:39:01.990;indoor relative humidity;29.0;%
11/02/2015;18:40:01.592;indoor relative humidity;29.0;%
11/02/2015;18:40:07.403;indoor temperature;21.2;°C
11/02/2015;18:40:13.033;volatile organic compounds;0.14;ppm
11/02/2015;18:40:15.033;carbon dioxide;604;ppm
11/02/2015;18:40:59.905;indoor relative humidity;29.0;%
11/02/2015;18:42:01.907;indoor relative humidity;29.0;%
11/02/2015;18:43:00.609;indoor relative humidity;29.0;%
11/02/2015;18:43:05.899;indoor temperature;21.1;°C
11/02/2015;18:43:10.809;volatile organic compounds;0.14;ppm
11/02/2015;18:43:16.650;carbon dioxide;608;ppm
11/02/2015;18:44:02.021;indoor relative humidity;29.0;%
11/02/2015;18:45:00.215;indoor relative humidity;29.0;%
11/02/2015;18:46:00.927;indoor relative humidity;29.0;%
11/02/2015;18:46:05.327;indoor temperature;21.2;°C
11/02/2015;18:46:12.847;volatile organic compounds;0.14;ppm
11/02/2015;18:46:17.238;carbon dioxide;608;ppm
11/02/2015;18:47:00.609;indoor relative humidity;29.0;%
11/02/2015;18:48:02.821;indoor relative humidity;29.0;%
11/02/2015;18:49:01.514;indoor relative humidity;29.0;%
11/02/2015;18:49:06.014;indoor temperature;21.1;°C
11/02/2015;18:49:11.514;volatile organic compounds;0.14;ppm
11/02/2015;18:49:17.734;carbon dioxide;612;ppm
11/02/2015;18:50:00.896;indoor relative humidity;29.0;%
11/02/2015;18:51:02.899;indoor relative humidity;29.0;%
11/02/2015;18:52:01.121;indoor relative humidity;29.0;%
11/02/2015;18:52:06.511;indoor temperature;21.1;°C
11/02/2015;18:52:12.351;volatile organic compounds;0.14;ppm
11/02/2015;18:52:17.051;carbon dioxide;612;ppm
11/02/2015;18:53:02.423;indoor relative humidity;29.0;%
11/02/2015;18:54:00.616;indoor relative humidity;29.0;%
11/02/2015;18:55:03.018;indoor relative humidity;29.0;%
11/02/2015;18:55:07.118;indoor temperature;21.1;°C
11/02/2015;18:55:11.528;volatile organic compounds;0.14;ppm
11/02/2015;18:55:16.348;carbon dioxide;612;ppm
11/02/2015;18:56:01.911;indoor relative humidity;29.0;%
11/02/2015;18:57:00.214;indoor relative humidity;29.0;%
11/02/2015;18:58:02.717;indoor relative humidity;29.0;%
11/02/2015;18:58:07.807;indoor temperature;21.0;°C
11/02/2015;18:58:12.337;volatile organic compounds;0.15;ppm
11/02/2015;18:58:17.837;carbon dioxide;616;ppm
11/02/2015;18:59:01.429;indoor relative humidity;29.0;%
11/02/2015;19:00:01.012;indoor relative humidity;29.0;%
11/02/2015;19:01:01.694;indoor relative humidity;29.0;%
11/02/2015;19:01:06.124;indoor temperature;20.9;°C
11/02/2015;19:01:11.344;volatile organic compounds;0.15;ppm
11/02/2015;19:01:16.735;carbon dioxide;616;ppm
11/02/2015;19:01:59.926;indoor relative humidity;29.0;%
11/02/2015;19:03:02.009;indoor relative humidity;29.0;%
11/02/2015;19:04:03.011;indoor relative humidity;29.0;%
11/02/2015;19:04:06.921;indoor temperature;21.0;°C
11/02/2015;19:04:10.942;volatile organic compounds;0.15;ppm
11/02/2015;19:04:15.342;carbon dioxide;616;ppm
11/02/2015;19:05:01.624;indoor relative humidity;29.0;%
11/02/2015;19:06:00.796;indoor relative humidity;29.0;%
11/02/2015;19:07:01.199;indoor relative humidity;29.0;%
11/02/2015;19:07:06.319;indoor temperature;21.0;°C
11/02/2015;19:07:11.919;volatile organic compounds;0.15;ppm
11/02/2015;19:07:17.549;carbon dioxide;616;ppm
11/02/2015;19:08:02.212;indoor relative humidity;29.0;%
11/02/2015;19:09:01.415;indoor relative humidity;29.0;%
11/02/2015;19:10:00.497;indoor relative humidity;29.0;%
11/02/2015;19:10:06.128;indoor temperature;20.9;°C
11/02/2015;19:10:10.448;volatile organic compounds;0.15;ppm
11/02/2015;19:10:16.128;carbon dioxide;616;ppm
11/02/2015;19:11:02.520;indoor relative humidity;29.0;%
11/02/2015;19:12:02.412;indoor relative humidity;29.0;%
11/02/2015;19:13:01.634;indoor relative humidity;29.0;%
11/02/2015;19:13:05.515;indoor temperature;21.0;°C
11/02/2015;19:13:12.945;volatile organic compounds;0.15;ppm
11/02/2015;19:13:17.245;carbon dioxide;616;ppm
11/02/2015;19:14:01.907;indoor relative humidity;29.0;%
11/02/2015;19:14:59.919;indoor relative humidity;29.0;%
11/02/2015;19:16:01.692;indoor relative humidity;29.0;%
11/02/2015;19:16:06.222;indoor temperature;20.9;°C
11/02/2015;19:16:11.342;volatile organic compounds;0.15;ppm
11/02/2015;19:16:16.732;carbon dioxide;616;ppm
11/02/2015;19:17:02.824;indoor relative humidity;29.0;%
11/02/2015;19:18:01.196;indoor relative humidity;29.0;%
11/02/2015;19:19:00.709;indoor relative humidity;29.0;%
11/02/2015;19:19:05.919;indoor temperature;20.9;°C
11/02/2015;19:19:11.039;volatile organic compounds;0.15;ppm
11/02/2015;19:19:17.129;carbon dioxide;616;ppm
11/02/2015;19:20:01.832;indoor relative humidity;29.0;%
11/02/2015;19:21:01.344;indoor relative humidity;29.0;%
11/02/2015;19:22:01.617;indoor relative humidity;29.0;%
11/02/2015;19:22:05.327;indoor temperature;20.9;°C
11/02/2015;19:22:12.847;volatile organic compounds;0.14;ppm
11/02/2015;19:22:17.037;carbon dioxide;616;ppm
11/02/2015;19:23:03.019;indoor relative humidity;29.0;%
11/02/2015;19:24:02.431;indoor relative humidity;29.0;%
11/02/2015;19:25:00.613;indoor relative humidity;29.0;%
11/02/2015;19:25:06.544;indoor temperature;20.9;°C
11/02/2015;19:25:11.934;volatile organic compounds;0.15;ppm
11/02/2015;19:25:16.654;carbon dioxide;616;ppm
11/02/2015;19:26:01.706;indoor relative humidity;29.0;%
11/02/2015;19:27:01.008;indoor relative humidity;29.0;%
11/02/2015;19:28:00.340;indoor relative humidity;29.0;%
11/02/2015;19:28:05.330;indoor temperature;20.7;°C
11/02/2015;19:28:10.351;volatile organic compounds;0.15;ppm
11/02/2015;19:28:15.741;carbon dioxide;616;ppm
11/02/2015;19:29:01.413;indoor relative humidity;29.0;%
11/02/2015;19:30:00.815;indoor relative humidity;29.0;%
11/02/2015;19:31:00.307;indoor relative humidity;29.0;%
11/02/2015;19:31:05.728;indoor temperature;20.6;°C
11/02/2015;19:31:12.848;volatile organic compounds;0.15;ppm
11/02/2015;19:31:16.958;carbon dioxide;616;ppm
11/02/2015;19:32:00.821;indoor relative humidity;29.0;%
11/02/2015;19:33:00.223;indoor relative humidity;29.0;%
11/02/2015;19:34:01.606;indoor relative humidity;29.0;%
11/02/2015;19:34:06.336;indoor temperature;20.6;°C
11/02/2015;19:34:11.426;volatile organic compounds;0.15;ppm
11/02/2015;19:34:17.136;carbon dioxide;624;ppm
11/02/2015;19:35:00.518;indoor relative humidity;29.0;%
11/02/2015;19:36:02.621;indoor relative humidity;29.0;%
11/02/2015;19:37:00.514;indoor relative humidity;29.0;%
11/02/2015;19:37:05.634;indoor temperature;20.8;°C
11/02/2015;19:37:11.234;volatile organic compounds;0.15;ppm
11/02/2015;19:37:15.444;carbon dioxide;616;ppm
11/02/2015;19:38:01.206;indoor relative humidity;29.0;%
11/02/2015;19:39:02.428;indoor relative humidity;29.0;%
11/02/2015;19:40:00.131;indoor relative humidity;29.0;%
11/02/2015;19:40:05.421;indoor temperature;20.5;°C
11/02/2015;19:40:11.631;volatile organic compounds;0.15;ppm
11/02/2015;19:40:15.931;carbon dioxide;616;ppm
11/02/2015;19:41:00.403;indoor relative humidity;29.0;%
11/02/2015;19:42:00.526;indoor relative humidity;29.0;%
11/02/2015;19:43:03.008;indoor relative humidity;29.0;%
11/02/2015;19:43:04.928;indoor temperature;20.6;°C
11/02/2015;19:43:12.869;volatile organic compounds;0.15;ppm
11/02/2015;19:43:14.959;carbon dioxide;616;ppm
11/02/2015;19:44:00.941;indoor relative humidity;29.0;%
11/02/2015;19:45:01.514;indoor relative humidity;29.0;%
11/02/2015;19:46:01.736;indoor relative humidity;29.0;%
11/02/2015;19:46:07.537;indoor temperature;20.8;°C
11/02/2015;19:46:13.107;volatile organic compounds;0.15;ppm
11/02/2015;19:46:15.267;carbon dioxide;616;ppm
11/02/2015;19:47:00.829;indoor relative humidity;29.0;%
11/02/2015;19:48:01.011;indoor relative humidity;29.0;%
11/02/2015;19:49:00.323;indoor relative humidity;29.0;%
11/02/2015;19:49:07.734;indoor temperature;20.6;°C
11/02/2015;19:49:12.934;volatile organic compounds;0.15;ppm
11/02/2015;19:49:17.454;carbon dioxide;616;ppm
11/02/2015;19:50:02.726;indoor relative humidity;29.0;%
11/02/2015;19:51:02.028;indoor relative humidity;29.0;%
11/02/2015;19:52:02.421;indoor relative humidity;29.0;%
11/02/2015;19:52:07.541;indoor temperature;20.6;°C
11/02/2015;19:52:13.061;volatile organic compounds;0.15;ppm
11/02/2015;19:52:15.141;carbon dioxide;616;ppm
11/02/2015;19:53:02.613;indoor relative humidity;29.0;%
11/02/2015;19:54:01.515;indoor relative humidity;29.0;%
11/02/2015;19:55:00.528;indoor relative humidity;29.0;%
11/02/2015;19:55:07.918;indoor temperature;20.5;°C
11/02/2015;19:55:12.148;volatile organic compounds;0.15;ppm
11/02/2015;19:55:17.648;carbon dioxide;616;ppm
11/02/2015;19:56:00.031;indoor relative humidity;29.0;%
11/02/2015;19:57:01.323;indoor relative humidity;29.0;%
11/02/2015;19:58:02.416;indoor relative humidity;29.0;%
11/02/2015;19:58:07.446;indoor temperature;20.6;°C
11/02/2015;19:58:13.046;volatile organic compounds;0.15;ppm
11/02/2015;19:58:15.166;carbon dioxide;616;ppm
11/02/2015;19:59:02.808;indoor relative humidity;29.0;%
11/02/2015;20:00:00.530;indoor relative humidity;29.0;%
11/02/2015;20:01:01.733;indoor relative humidity;29.0;%
11/02/2015;20:01:06.133;indoor temperature;20.6;°C
11/02/2015;20:01:11.463;volatile organic compounds;0.15;ppm
11/02/2015;20:01:16.753;carbon dioxide;616;ppm
11/02/2015;20:01:59.915;indoor relative humidity;29.0;%
11/02/2015;20:03:00.517;indoor relative humidity;30.0;%
11/02/2015;20:04:00.920;indoor relative humidity;29.0;%
11/02/2015;20:04:08.040;indoor temperature;20.5;°C
11/02/2015;20:04:11.030;volatile organic compounds;0.15;ppm
11/02/2015;20:04:16.660;carbon dioxide;616;ppm
11/02/2015;20:05:02.232;indoor relative humidity;29.0;%
11/02/2015;20:06:02.715;indoor relative humidity;30.0;%
11/02/2015;20:07:01.237;indoor relative humidity;30.0;%
11/02/2015;20:07:06.227;indoor temperature;20.4;°C
11/02/2015;20:07:11.858;volatile organic compounds;0.15;ppm
11/02/2015;20:07:17.078;carbon dioxide;616;ppm
11/02/2015;20:08:01.631;indoor relative humidity;30.0;%
11/02/2015;20:08:59.933;indoor relative humidity;30.0;%
11/02/2015;20:10:01.045;indoor relative humidity;30.0;%
11/02/2015;20:10:06.545;indoor temperature;20.4;°C
11/02/2015;20:10:11.766;volatile organic compounds;0.15;ppm
11/02/2015;20:10:16.466;carbon dioxide;616;ppm
11/02/2015;20:11:01.838;indoor relative humidity;30.0;%
11/02/2015;20:12:00.220;indoor relative humidity;30.0;%
11/02/2015;20:12:59.942;indoor relative humidity;30.0;%
11/02/2015;20:13:07.063;indoor temperature;20.5;°C
11/02/2015;20:13:11.363;volatile organic compounds;0.15;ppm
11/02/2015;20:13:16.663;carbon dioxide;616;ppm
11/02/2015;20:14:02.045;indoor relative humidity;30.0;%
11/02/2015;20:15:02.828;indoor relative humidity;30.0;%
11/02/2015;20:16:01.050;indoor relative humidity;30.0;%
11/02/2015;20:16:06.340;indoor temperature;20.4;°C
11/02/2015;20:16:10.561;volatile organic compounds;0.15;ppm
11/02/2015;20:16:15.861;carbon dioxide;616;ppm
11/02/2015;20:17:01.433;indoor relative humidity;30.0;%
11/02/2015;20:18:02.946;indoor relative humidity;30.0;%
11/02/2015;20:19:02.948;indoor relative humidity;30.0;%
11/02/2015;20:19:04.948;indoor temperature;20.4;°C
11/02/2015;20:19:10.168;volatile organic compounds;0.15;ppm
11/02/2015;20:19:15.760;carbon dioxide;616;ppm
11/02/2015;20:20:02.152;indoor relative humidity;30.0;%
11/02/2015;20:21:01.524;indoor relative humidity;30.0;%
11/02/2015;20:22:00.346;indoor relative humidity;30.0;%
11/02/2015;20:22:07.337;indoor temperature;20.3;°C
11/02/2015;20:22:11.767;volatile organic compounds;0.15;ppm
11/02/2015;20:22:17.877;carbon dioxide;616;ppm
11/02/2015;20:23:00.559;indoor relative humidity;30.0;%
11/02/2015;20:24:00.641;indoor relative humidity;30.0;%
11/02/2015;20:25:02.934;indoor relative humidity;30.0;%
11/02/2015;20:25:05.144;indoor temperature;20.2;°C
11/02/2015;20:25:10.474;volatile organic compounds;0.15;ppm
11/02/2015;20:25:14.964;carbon dioxide;616;ppm
11/02/2015;20:26:00.336;indoor relative humidity;30.0;%
11/02/2015;20:27:01.828;indoor relative humidity;30.0;%
11/02/2015;20:28:00.131;indoor relative humidity;30.0;%
11/02/2015;20:28:05.161;indoor temperature;20.4;°C
11/02/2015;20:28:12.961;volatile organic compounds;0.15;ppm
11/02/2015;20:28:15.061;carbon dioxide;612;ppm
11/02/2015;20:29:00.433;indoor relative humidity;30.0;%
11/02/2015;20:30:01.555;indoor relative humidity;30.0;%
11/02/2015;20:31:01.738;indoor relative humidity;30.0;%
11/02/2015;20:31:05.858;indoor temperature;20.3;°C
11/02/2015;20:31:12.950;volatile organic compounds;0.15;ppm
11/02/2015;20:31:16.970;carbon dioxide;616;ppm
11/02/2015;20:32:00.841;indoor relative humidity;30.0;%
11/02/2015;20:33:02.544;indoor relative humidity;30.0;%
11/02/2015;20:34:00.246;indoor relative humidity;30.0;%
11/02/2015;20:34:07.436;indoor temperature;20.1;°C
11/02/2015;20:34:12.676;volatile organic compounds;0.15;ppm
11/02/2015;20:34:15.077;carbon dioxide;616;ppm
11/02/2015;20:35:02.658;indoor relative humidity;30.0;%
11/02/2015;20:36:01.761;indoor relative humidity;30.0;%
11/02/2015;20:37:02.423;indoor relative humidity;30.0;%
11/02/2015;20:37:07.543;indoor temperature;20.1;°C
11/02/2015;20:37:09.973;volatile organic compounds;0.15;ppm
11/02/2015;20:37:15.154;carbon dioxide;616;ppm
11/02/2015;20:38:00.255;indoor relative humidity;30.0;%
11/02/2015;20:39:00.948;indoor relative humidity;30.0;%
11/02/2015;20:40:02.150;indoor relative humidity;30.0;%
11/02/2015;20:40:06.360;indoor temperature;20.3;°C
11/02/2015;20:40:10.261;volatile organic compounds;0.15;ppm
11/02/2015;20:40:17.271;carbon dioxide;612;ppm
11/02/2015;20:41:01.853;indoor relative humidity;30.0;%
11/02/2015;20:42:02.545;indoor relative humidity;30.0;%
11/02/2015;20:43:01.357;indoor relative humidity;30.0;%
11/02/2015;20:43:06.438;indoor temperature;20.2;°C
11/02/2015;20:43:11.259;volatile organic compounds;0.15;ppm
11/02/2015;20:43:16.069;carbon dioxide;616;ppm
11/02/2015;20:44:01.741;indoor relative humidity;30.0;%
11/02/2015;20:45:02.643;indoor relative humidity;30.0;%
11/02/2015;20:46:00.936;indoor relative humidity;30.0;%
11/02/2015;20:46:05.446;indoor temperature;20.1;°C
11/02/2015;20:46:10.756;volatile organic compounds;0.15;ppm
11/02/2015;20:46:15.876;carbon dioxide;616;ppm
11/02/2015;20:47:01.948;indoor relative humidity;30.0;%
11/02/2015;20:48:03.030;indoor relative humidity;30.0;%
11/02/2015;20:49:00.453;indoor relative humidity;30.0;%
11/02/2015;20:49:07.463;indoor temperature;20.1;°C
11/02/2015;20:49:11.483;volatile organic compounds;0.15;ppm
11/02/2015;20:49:15.763;carbon dioxide;616;ppm
11/02/2015;20:50:00.735;indoor relative humidity;30.0;%
11/02/2015;20:51:00.437;indoor relative humidity;30.0;%
11/02/2015;20:52:00.540;indoor relative humidity;30.0;%
11/02/2015;20:52:05.560;indoor temperature;20.2;°C
11/02/2015;20:52:11.160;volatile organic compounds;0.15;ppm
11/02/2015;20:52:16.281;carbon dioxide;608;ppm
11/02/2015;20:53:00.542;indoor relative humidity;30.0;%
11/02/2015;20:54:02.245;indoor relative humidity;30.0;%
11/02/2015;20:55:02.938;indoor relative humidity;30.0;%
11/02/2015;20:55:05.278;indoor temperature;20.2;°C
11/02/2015;20:55:10.269;volatile organic compounds;0.15;ppm
11/02/2015;20:55:17.669;carbon dioxide;612;ppm
11/02/2015;20:56:00.161;indoor relative humidity;30.0;%
11/02/2015;20:57:00.163;indoor relative humidity;30.0;%
11/02/2015;20:58:02.426;indoor relative humidity;30.0;%
11/02/2015;20:58:06.266;indoor temperature;20.1;°C
11/02/2015;20:58:10.456;volatile organic compounds;0.15;ppm
11/02/2015;20:58:17.576;carbon dioxide;612;ppm
11/02/2015;20:59:00.949;indoor relative humidity;30.0;%
11/02/2015;21:00:00.951;indoor relative humidity;30.0;%
11/02/2015;21:01:01.544;indoor relative humidity;30.0;%
11/02/2015;21:01:06.664;indoor temperature;20.0;°C
11/02/2015;21:01:11.274;volatile organic compounds;0.15;ppm
11/02/2015;21:01:16.564;carbon dioxide;616;ppm
11/02/2015;21:02:00.256;indoor relative humidity;30.0;%
11/02/2015;21:03:00.259;indoor relative humidity;30.0;%
11/02/2015;21:04:00.541;indoor relative humidity;30.0;%
11/02/2015;21:04:05.561;indoor temperature;20.1;°C
11/02/2015;21:04:10.682;volatile organic compounds;0.15;ppm
11/02/2015;21:04:16.072;carbon dioxide;608;ppm
11/02/2015;21:05:01.134;indoor relative humidity;30.0;%
11/02/2015;21:06:00.836;indoor relative humidity;30.0;%
11/02/2015;21:07:02.249;indoor relative humidity;30.0;%
11/02/2015;21:07:05.069;indoor temperature;20.0;°C
11/02/2015;21:07:12.590;volatile organic compounds;0.15;ppm
11/02/2015;21:07:16.380;carbon dioxide;612;ppm
11/02/2015;21:08:01.361;indoor relative humidity;30.0;%
11/02/2015;21:09:00.164;indoor relative humidity;30.0;%
